0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000902143918488644,-0.00562513266822331,-0.00843769900233496,-0.012630014858841,-0.0185735512630015,-0.0382615156017831,-0.0438335809806835,-0.0227658671195075,0.0450541286351093,0.116907238378264,0.130120993419656,0.0358204202929314,-0.0997134366376566,-0.169496922097219,-0.10905327955848,0.0178836765018043,0.0981214179579707,0.101040118870728,0.0264805773721078,-0.0522182126936956,-0.119719804712375,-0.102950541286351,0.0182020802377415,0.184780301422203,0.210783273190405,0.0550307790278073,-0.14800466992146,-0.25,-0.151294841859478,0.0419762258543834,0.179367437911271,0.16042241562301,0.0155487157715984,-0.143493950329017,-0.130545531734239,0.040596476331989,0.157344512842284,0.0852791339418383,-0.1042241562301,-0.209828061982594,-0.0714816387178943,0.13797495223944,0.209456590957334,0.0551899808957758,-0.152621524092549,-0.166153682869879,0.0119932073869667,0.140681383994906,0.097643812354065,-0.0576841434939503,-0.138134154107408,-0.0419231585650605,0.0798662704309064,0.087667161961367,-0.00567819995754617,-0.0912757376353216,-0.0613988537465506,0.029876883888771,0.0749310125238803,0.0239864147739333,-0.0249416259817449,-0.0331670558267884,0.00806622797707493,0.0346529399278285,0.00350244109530885,-0.0238802801952876,-0.0165569942687328,0.00355550838463171,-0.00477605603905753,-0.0303014222033539,-0.0307259605179367,-0.00514752706431755,0.0402780725960518,0.0318403735937168,-0.000796009339842921,-0.0193695606028444,0.0170345998726385,0.0210146465718531,0.00387391212056888,-0.0186266185523243,-0.0250477605603906,-0.0180959456590957,-0.00971131394608363,0.000477605603905752,0.0104011887072808,0.00228189344088304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
